ID;EMPRENDIMENTO;Bairro;Endereço;Nº da unidade;Área Privativa (m2);N˚ Dorms.;Nº Suítes;N˚ Vagas;Ano Const.;Observações;Valor Condomínio;Valor IPTU;Valor de venda (R$);Valor M2 (R$ / m2);Link das Fotos sem marca d´água
602011074-1;Ecos Vila Madalena ;Vila Madalena ;Oscar Caravelas, 41;63;72;2;1;1;2023;Ótimo apartamento na Vila Madalena ;R$ 1.289,00;R$ 4.651,00;R$ 1.070.000,00;R$ 14.861,11;https://drive.google.com/drive/folders/1xirRmmZ61IZjm4p0J_P0uKlZD0anD0R4
601351208-131;Z Pinheiros ;Pinheiros ;Rua dos Pinheiros, 1057;112;30;1;0;0;;Lindo estúdio em Pinheiros ;R$ 679,00;R$ 1.340,00;R$ 545.000,00;R$ 18.166,67;https://drive.google.com/drive/folders/1Wo5NAcHVq5-f2s_k8TA1jBFSFqe-iiMK
601251016-91;Casa ;Jardim Leonor ;Doutor Rubens Maragliano, 77;x;170;3;3;2;1977;Maravilhosa casa em condomínio no Jardim Leonor ;R$ 0,00;R$ 3.491,70;R$ 1.590.000,00;R$ 9.352,94;https://drive.google.com/drive/folders/1_lRV3HjHgoJyFT9ghLVnNcPyjkerurpn
601351230-36;Rail Pompéia ;Água Branca;Joaquim Ferreira, 124;102 torre 1 ;60;2;0;1;;Ótimo apartamento na Água Branca ;R$ 1.401,00;R$ 2.645,00;R$ 680.000,00;R$ 11.333,33;https://drive.google.com/drive/folders/1P0gBgCAIWlFAonEXu1-tQ1-BFo1IJZoD
601251047-1025;casa;Vila Nova Conceição;Rua Comendador Miguel Calfat,618;casa;147;3;;2;1970;Uma casa maravilhosa na Vila nova ;;R$ 8.756,00;R$ 1.880.000,00;R$ 12.789,12;https://drive.google.com/drive/folders/1qZeSRMM05MF2PxNZaG6B8TTOeJiQU2Xk
601181010-67; Skyline Jockey Butantã;Butantã ;Miragaia, 201 ;184;154;3;3;2;2022;Maravilhoso apartamento no Butantã ;R$ 2.626,00;R$ 6.933,00;R$ 1.870.000,00;R$ 12.142,86;https://drive.google.com/drive/folders/11jK1ygJN_gjtItdMH8uucI3FNXqqJJJJ
601181054-10;Oscar by You;Pinheiros;Oscar Freire, 2293;305 B;27;1;0;0;2023;Lindo apartamento em Pinheiros;R$ 700,00;R$ 1.800,00;R$ 477.000,00;R$ 17.666,67;https://drive.google.com/drive/folders/1FHngYw8F_-6c79NF6YdS7S2eoSQYPvtr
601251009-38;Andromeda ;Jardim Paulista ;Lorena, 319;71;150;3;1;1;1973;Maravilhoso apartamento no Jardim Paulista ;R$ 1.674,00;R$ 5.390,00;R$ 1.550.000,00;R$ 10.333,33;https://drive.google.com/drive/folders/1KqVnCo2sXGNSzhBVkTO9Gggnuf6Sw--x
 601181054-46;Casa/sobrado;Cambuci;Paulo Orozimbo, 967;x;150;3;0;2;1983;Ótima casa/sobrado no Cambuci ;R$ 0,00;R$ 3.264,00;R$ 699.000,00;R$ 4.660,00;https://drive.google.com/drive/folders/1sDr_46pjSTVaTubeBcLGqmso4wpUEnaD
601181054-68;Cristiane ;Vila Bastos - Santo André/SP ;Doutor Cesário Bastos, 29;111;151;3;1;2;1981;Maravilhoso apartamento na Vila Bastos - Santo André / SP ;R$ 2.084,00;R$ 3.500,00;R$ 850.000,00;R$ 5.629,14;https://drive.google.com/drive/folders/1amLx5MBdSZT1RmQZNG9khY4LRHFzEeos
601351141-37;Cristiane ;Vila Monumento ;Engenheiro Prudente, 159;x;155;3;1;1;2007;Maravilhosa casa na Vila Monumento ;R$ 0,00;R$ 7.274,00;R$ 1.200.000,00;R$ 7.741,94;https://drive.google.com/drive/folders/1u-5ovlTI0PQsr7OiAhTjLIziiLdBb5f4
601181054-63;Casa ;Paulicéia ;Bom Retiro, 540;x;166;3;0;4;1989;Maravilhosa casa na Paulicéia - São Bernardo do Campo / SP ;R$ 0,00;R$ 1.334,00;R$ 470.000,00;R$ 2.831,33;https://drive.google.com/drive/folders/1R3pkeoxSQI1EXqwxrbCr4jtss9GKDQCh
601251176-6;The Square ;Granja Julieta;Luís Correia de Melo, 250;706;59;2;1;1;2008;Ótimo apartamento na Granja Julieta ;R$ 611,00;R$ 28,00;R$ 780.000,00;R$ 13.220,34;https://drive.google.com/drive/folders/19WepHGhwJ6FK846KavTMrLjW389TpFNA
601251043-79;Casa;Granja Julieta;Barbosa Lopes, 141;x;256;3;1;4;2019;Maravilhosa casa na Granja Julieta ;R$ 0,00;R$ 15.151,00;R$ 3.590.000,00;R$ 14.023,44;https://drive.google.com/drive/folders/18m7KVb7OgolY8HJoBuARiCnpbTBUjEuO
601251072-98;Seletto ;Campo Belo ;Gil Eanes, 635;13;214;4;3;3;2021;Maravilhoso apartamento garden no Campo Belo ;R$ 2.277,00;R$ 17.253,00;R$ 3.990.000,00;R$ 18.644,86;https://drive.google.com/drive/folders/1W3yaG1LzTzpFnB6ybuGvBLQQ8dwcwm4-
601351230-53;Edith;Pinheiros ;Joaquim Antunes, 797;43;69;2;0;0;1984;Ótimo apartamento em Pinheiros ;R$ 1.576,53;R$ 385,00;R$ 1.490.000,00;R$ 21.594,20;https://drive.google.com/drive/folders/1AJWoSpSBWXThdkUCCAXjBfPOFlc__wEF
601351230-46;Clári ;Pinheiros ;João Moura, 512;163;170;3;3;2;2023;Maravilhoso apartamento Pinheiros ;R$ 2.737,00;R$ 1.227,00;R$ 3.300.000,00;R$ 19.411,76;https://drive.google.com/drive/folders/1wUbW-c_qs_Csary_S-P-q4MkeYDImtj7
601251054-74;Altto Campo Belo;Campo Belo ;Zacarias de Gois, 728;271;839;5;5;7;2015;Matavilhosa cobertura no Campo Belo ;R$ 12.200,00;R$ 77.752,00;R$ 13.990.000,00;R$ 16.674,61;https://drive.google.com/drive/folders/1VZUcCRgiCFg2NFlkEWeTDY8iRAunBlH_
 602011024-30;Soberano;Vila Mariana ;José Vicente de Azevedo, 442;221;211;3;3;4;2018;Maravilhoso apartamento na Vila Mariana;R$ 2.800,00;R$ 16.671,00;R$ 3.290.000,00;R$ 15.592,42;https://drive.google.com/drive/folders/19cAfPXCSfl7T2e9tTVzVomwAlb1e7TIM
601351152-28;Platinum;Vila Suzana ;Domingos Lopes da Silva, 500;11;250;3;2;4;2008;Maravilhoso apartamento na Vila Suzana ;R$ 2.768,00;R$ 12.060,00;R$ 1.850.000,00;R$ 7.400,00;https://drive.google.com/drive/folders/1-oLTv5wVxnkKMNBElGadb7JgytZxbaVN
601251187-18;Vermont;Pinheiros ;Oscar Freire, 1961;111;104;3;1;2;1987;Maravilhoso apartamento em Pinheiros ;R$ 2.522,00;R$ 6.790,00;R$ 1.250.000,00;R$ 12.019,23;https://drive.google.com/drive/folders/1cYxsNBWxdPdFHNXBxM0_uODNsjd7jh-l
601251165-35;Privê Cidade Jardim ;Vila Olímpia ;Ponta Delgada, 76;141;70;2;0;1;1982;Ótimo apartamento na Vila Olímpia ;R$ 2.101,00;R$ 4.923,00;R$ 730.000,00;R$ 10.428,57;https://drive.google.com/drive/folders/1KB7YK2lVQjCsMxch1ZcTCb0q2ro-MGtP
601351163-22;Casa;Planalto Paulista;Odila, 345;x;162;5;0;2;1972;Maravilhosa casa no Planalto Paulista ;R$ 0,00;R$ 3.453,00;R$ 820.000,00;R$ 5.061,73;https://drive.google.com/drive/folders/1Jrjqsn5wkDDSnlxHC0R-yhOQJoAySFK9
601351175-7;ponto comercial/loja;Vila Medeiros;Itamonte, 2749;x;1636;x;x;12;2014;Ótimo ponto comercial na Vila Medeiros;x;R$ 14.920,00;R$ 3.400.000,00;R$ 2.078,24;https://drive.google.com/drive/folders/10jLVEmkfJUcmF9e-kCdfCao5XPd0hJBk
601181003-106;Galpão comercial ;Embu Mirim ;Estrada dos Maciéis, 12;x;1927;0;0;5;2020;Maravilhoso galpão comercial em Embu Mirim ;R$ 0,00;R$ 1.500,00;R$ 6.880.000,00;R$ 3.570,32;https://drive.google.com/drive/folders/1-HOTZcGlOB5VN46KBmLBnS_3goMND-C-
601351175-50;Casa ;Vila Galvão - Guarulhos ;São Bento, 253;x;331;3;0;4;1983;Maravilhosa casa na Vila Galvão - Guarulhos ;R$ 0,00;R$ 1,00;R$ 1.200.000,00;R$ 3.625,38;https://drive.google.com/drive/folders/18aC6FxPrEfeEpu53THtzHsxHQ6AZC8uB
601251072-97;Florida ;Brooklin ;Flórida, 1350;204 bloco A ;88;2;1;1;1968;Ótimo apartamento no Brooklin ;R$ 830,00;R$ 300,00;R$ 959.000,00;R$ 10.897,73;https://drive.google.com/drive/folders/1UO1dG6H3_KMr_1cJbQE-nVkemCBgWlhh
601251181-23;Ecos Vila Madalena ;Sumarezinho ;Oscar Caravelas, 83;131;381;3;3;3;2023;Maravilhosa Cobertura no Sumarezinho ;R$ 3.200,00;R$ 2.850,00;R$ 13.700.000,00;R$ 35.958,01;https://drive.google.com/drive/folders/1ttKJ6bSRU_Fu4oMKFBIKzIM6ORNuxmMc
601251090-69;Casa comercial;Centro - Diadema / SP ;São Francisco de Sales, 316;x;210;4;3;4;2018;Maravilhosa casa no centro de Diadema ;R$ 0,00;R$ 0,00;R$ 1.299.000,00;R$ 6.185,71;https://drive.google.com/drive/folders/1xGsXbup9HOhWcJ8wL_tGvg6X2stI0MRG
601251079-75;Cosmos ;Jardim Paulista ;Jaú, 1817;32;292;3;2;2;1980;Maravilhoso apartamento no Jardim Paulista ;R$ 3.000,00;R$ 13.290,00;R$ 3.725.000,00;R$ 12.756,85;https://drive.google.com/drive/folders/1i98i7iwkzRizwtcS5i5JWoMFqa0LZgms
 602011024-25;Beethoven;Vila Clementino ;Doutor Haberbeck Brandão, 68;74;136;3;1;2;1979;Maravilhoso apartamento na Vila Clementino ;R$ 1.921,00;R$ 6.300,00;R$ 1.340.000,00;R$ 9.852,94;https://drive.google.com/drive/folders/1I0G3KLosvdH7yBH-zCJbb9NMGMkF6pU5
601251047-1026;Maceio ;Vila Nova Conceição;Clodomiro Amazonas, 960;181 B ;71;2;1;1;1982;Maravilhoso apartamento na Vila Nova Conceição ;R$ 1.104,00;R$ 2.306,00;R$ 948.000,00;R$ 13.352,11;https://drive.google.com/drive/folders/1xujy7e--xNUHwkMmYvJXvONA50-YtRYt
601251218-18;Vn Oscar Freire ;Pinheiros ;Oscar Freire, 1375;1002;64;2;1;1;2025;Maravilhoso apartamento duplex em Pinheiros ;R$ 1.507,00;R$ 3.760,00;R$ 1.850.000,00;R$ 28.906,25;https://drive.google.com/drive/folders/1OOfPl9_l9guqXby8YnLDFWxX05JRODJz
601251087-85;Reserva das Figueiras ;Jardim das Perdizes ;Marc Chagall, 397;191 A ;188;3;3;2;2026;Maravilhoso apartamento no Jardim das Perdizes ;R$ 1,00;R$ 1,00;R$ 3.450.000,00;R$ 18.351,06;https://drive.google.com/drive/folders/1KKradyFlH8oxycijI6QvLErZbBKneZkd
601251114-35;Mansão Fleming;Pinheiros ;Ferreira de Araújo, 358;51;204;2;2;3;1990;Maravilhoso apartamento em Pinheiros ;R$ 5.339,00;R$ 18.065,00;R$ 2.790.000,00;R$ 13.676,47;https://drive.google.com/drive/folders/1_f3P617tdo-vhJaI91UbX3Sj2EiYsbEh
601251099-181;Privê Cidade Jardim ;Vila Olímpia ;Ponta Delgada, 76;105 B ;55;1;0;1;1981;Ótimo apartamento na Vila Olímpia ;R$ 1.892,00;R$ 3.777,00;R$ 680.000,00;R$ 12.363,64;https://drive.google.com/drive/folders/1kmQSHqmjvr7cFeT89D0sNgkEBTDpmZ0x
601351152-61;King Albert ;Real Parque ;Barão de Campos Gerais, 74;21;370;3;3;6;1994;Maravilhoso apartamento no Real Parque ;R$ 6.624,00;R$ 36.962,00;R$ 4.250.000,00;R$ 11.486,49;https://drive.google.com/drive/folders/1JV7DhFn6U6RLl4ep042yO1aa_3xkIyUt
601251218-14;Taiuva;Tatuapé;Itapeti, 1000;31;336;4;4;5;1996;Ótimo apartamento no Tatuapé ;R$ 3.540,00;R$ 36.262,00;R$ 2.650.000,00;R$ 7.886,90;https://drive.google.com/drive/folders/1l5Jvz4mO-Lfwe94hz-iznhPh4DE-aAd6
601181054-45;Radisson Vila Olímpia ;Vila Olímpia ;Rocio, 423;sala 111;35;0;0;1;2000;Ótimo conjunto comercial/ sala na Vila Olímpia ;R$ 954,00;R$ 5.640,00;R$ 499.000,00;R$ 14.257,14;https://drive.google.com/drive/folders/1WgTdaUVL34-kfBAN22gILBpgVKB4bLii
 601181054-44;Radisson Vila Olímpia ;Vila Olímpia ;Rocio, 423;sala 112;31;0;0;1;2000;Ótimo conjunto comercial/ sala na Vila Olímpia ;R$ 954,00;R$ 5.640,00;R$ 499.000,00;R$ 16.096,77;https://drive.google.com/drive/folders/1OK5pXiM3OJKYtCeoIChnDODjTnXTvfeF
601251044-20;Ponto comercial ;Campo Belo;Barão do Rego Barros, 129;x;208;3;0;6;1981;Maravilhosa casa comercial no Campo Belo ;R$ 0,00;R$ 1.805,35;R$ 1.900.000,00;R$ 9.134,62;https://drive.google.com/drive/folders/1FTe2cfAVqKyhOMNfm_YlNKOyRkZ77PBG
601251044-21;Prédio comercial ;Jardim Aeroporto;Barão do Rego Barros, 123;;208;3;0;6;1981;Ótimo prédio comercial no Jardim Aeroporto ;R$ 0,00;R$ 1.591,52;R$ 1.900.000,00;R$ 9.134,62;https://drive.google.com/drive/folders/1E1y5aFu0W71Gy4ZleUxJFQ7_9kEIW1X2
601251176-12;Casa/sobrado ;Planalto Paulista ;Nhandu, 601;x;175;3;3;3;1970;Maravilhoso sobrado no Planalto Paulista ;R$ 0,00;R$ 2.100,00;R$ 1.450.000,00;R$ 8.285,71;https://drive.google.com/drive/folders/1bDYXzZ2csyq4tuAAfwmaGi8JgxZs0L4-
601251165-122;High Santa Cruz;Vila Mariana ;José Cocciuffo, 76;112;162;4;3;2;2021;Maravilhoso apartamento na Vila Mariana;R$ 2.061,00;R$ 8.900,00;R$ 2.590.000,00;R$ 15.987,65;https://drive.google.com/drive/folders/1Kky4LiQFz-ytFXuUL8s5DaPjCxu2y5NV
601251084-275;Comerial Libbs ;Parque Industrial Tomas Edson ;Josef Kryss, 250;;2505;;;26;1993;Edifício Monousuário no Parque Industrial Tomas Edson ;R$ 1,00;R$ 211.197,00;R$ 22.500.000,00;R$ 8.982,04;https://drive.google.com/drive/folders/1pdrRMaZdLVKrO_vFXL6ax-qxCrmzduWk
602011058-12;All Aclimação ;Vila Mariana ;Paula Ney, 100;162 A ;49;1;1;1;2016;Ótimo apartamento na Vila Mariana ;R$ 1.377,00;R$ 1.720,00;R$ 949.000,00;R$ 19.367,35;https://drive.google.com/drive/folders/1Krl2mJX4dt64FN1tgJ2ALpcqid0-sE42
601181010-53;Casa;Jardim Olympia;Julieta Espírito Santo Pinheiro, 492;x;134;3;1;2;1988;Maravilhosa casa no Jardim Olympia ;R$ 0,00;R$ 1.041,00;R$ 845.000,00;R$ 6.305,97;https://drive.google.com/drive/folders/1NxhlssdqDBFPo4ZNe8dThXiHNuIW94rx
601251021-283;Upper West ;Perdizes ;Minerva, 254;43 B ;42;1;0;1;2025;Ótimo apartamento em Perdizes ;R$ 600,00;R$ 615,00;R$ 840.000,00;R$ 20.000,00;https://drive.google.com/drive/folders/1U3by-m2doMtCPgjMGts1xHEPAVuQ5I8p
601181010-32;Skyline Jockey Butantã;Butantã ;Miragaia, 201;104;154;4;2;2;2022;Maravilhoso apartamento no Butantã ;R$ 2.300,00;R$ 6.721,00;R$ 1.950.000,00;R$ 12.662,34;https://drive.google.com/drive/folders/1tQsZJ805Z3GN31UfE-iR_cICUlcdYX3v
601251070-42;Terrara;Interlagos;Interlagos, 4455;TH 42 - casa 6;96;3;1;2;;Ótima casa de condomínio em Interlagos ;R$ 895,00;R$ 1.500,00;R$ 1.030.000,00;R$ 10.729,17;https://drive.google.com/drive/folders/15gg59SyMhC7syTkCOhguZBKzXG8Z_wcf
601251048-100;Sandra ;Vila Mariana ;Baltazar Lisboa, 125;81;58;2;0;1;1975;Lindo apartamento na Vila Mariana ;R$ 1.000,00;R$ 1.093,00;R$ 595.000,00;R$ 10.258,62;https://drive.google.com/drive/folders/1wV-aBD6sQ9zDntNQFUop5aLswiBb6K9g
601251138-10;Kasa Klabin ;Vila Mariana ;Desembargador Aragão, 76;37;65;1;1;1;2020;Lindo apartamento na Vila Mariana ;R$ 565,00;R$ 174,00;R$ 1.125.000,00;R$ 17.307,69;https://drive.google.com/drive/folders/1swY03FasiGcZy8jLWwgZgUR9BAiiDUz1
601351163-26; Cyrela On The Parc By Yoo;Moema ;Professor Ascendino Reis, 1300;112 torre A ;308;4;4;4;2020;Maravilhoso apartamento em Moema ;R$ 6.245,00;R$ 555,00;R$ 8.490.000,00;R$ 27.564,94;https://drive.google.com/drive/folders/14-sZsDMOqObBECkYRbNzUs5hP_uEeEPg
601251009-51;Três Marias ;Itaim Bibi ;Jesuíno Arruda, 701;52;129;3;1;1;1975;Maravilhoso apartamento no Itaim Bibi ;R$ 3.461,00;R$ 4.370,00;R$ 1.690.000,00;R$ 13.100,78;https://drive.google.com/drive/folders/10Qy507bgM_mEscyv1GFr6K8hyyraldFV
602011058-8;Galeria Morais de Barros ;Campo Belo ;Morais de Barros, 750;123;63;2;1;1;2013;Maravilhoso apartamento no Campo Belo ;R$ 1.417,00;R$ 4.069,00;R$ 998.000,00;R$ 15.841,27;https://drive.google.com/drive/folders/1AaIl_BwrhKMkhgbA5x8a2EaLDnK5Cz6T
601351163-48;Medical Center Moema ;Moema ;Ministro Gabriel de Rezende Passos, 500;307;286;13;0;3;2007;Maravilhoso conjunto comercial/sala em Moema ;R$ 8.663,00;R$ 41.496,00;R$ 2.300.000,00;R$ 8.041,96;https://drive.google.com/drive/folders/1YKQY7fK9EgcjrZnSc815TFHX7jGOu_3W
601251085-134;Like Saúde ;Vila Monte Alegre ;Fagundes Filho, 830;13 B ;73;2;1;1;2018;Ótimo apartamento na Vila Monte Alegre ;R$ 613,00;R$ 4.155,00;R$ 939.000,00;R$ 12.863,01;https://drive.google.com/drive/folders/1iDNq1V40kM_03WU0u00Z5hUjaFu_V1yx
601351163-50;Tannhauser;Vila Suzana ;José Galante, 90;81;272;4;4;5;1993;Maravilhoso apartamento na Vila Suzana ;R$ 4.935,00;R$ 13.240,00;R$ 1.198.000,00;R$ 4.404,41;https://drive.google.com/drive/folders/1Jjjafw1sKC6K-4hKRQ6ukHWTgnNufB-L
601351163-51;The Peninsula ;Real Parque ;Barão de Castro Lima, 52 ;31 bloco A ;133;3;1;3;1997;Maravilhoso apartamento no Real Parque ;R$ 2.495,00;R$ 10.020,00;R$ 795.000,00;R$ 5.977,44;https://drive.google.com/drive/folders/13zxFfSHdowcu5eObU31_lVpUt6Ppq8Yj
602011062-6;Casa;Planalto Paulista ;Irerê, 618;x;510;4;2;4;1960;Maravilhosa casa no Planalto Paulista ;R$ 0,00;R$ 29.860,00;R$ 3.100.000,00;R$ 6.078,43;https://drive.google.com/drive/folders/10EkciUJdvt2IM3sgpXJGADQyTZyJPxFa
601181054-51;Casa/sobrado;Vila Curuçá - Santo André ;Araci, 610;x;269;3;1;3;1998;Maravilhoso sobrado na Vila Curuçá - Santo André ;R$ 0,00;R$ 2.340,00;R$ 998.000,00;R$ 3.710,04;https://drive.google.com/drive/folders/1MwBXNAysfkLaOYj3xE11YihTnpzzMUAk
601251024-74;Casa;Santo Amaro ;Victor Corrêa de Melo, 72;x;150;3;1;4;;Maravilhosa casa em Santo Amaro ;R$ 0,00;R$ 5.680,00;R$ 1.190.000,00;R$ 7.933,33;https://drive.google.com/drive/folders/1N1V__JwrU-bXYjNLFgaux51tDKo9JYsn?usp=sharing
601251114-39;Elianise ;Jardim Paulista ;José Maria Lisboa, 249;4;138;2;1;1;1970;Maravilhoso apartamento no Jardim Paulista ;R$ 2.400,00;R$ 4.929,00;R$ 2.000.000,00;R$ 14.492,75;https://drive.google.com/drive/folders/1Euxrp5L0D_dA3QjteSHh67n1LA9dXRVV
601251044-63;Prédio comercial/residencial ;Balneário Flórida Mirim - Mongaguá/SP;Tiradentes, 11235;x;454;10;5;0;1982;Maravilhoso prédio comercial/residencial em Balneário Flórida Mirim - Mongaguá/SP;R$ 0,00;R$ 17.401,33;R$ 990.000,00;R$ 2.180,62;https://drive.google.com/drive/folders/1_qEykcqUzGtM1hgNqLVAkwIowptoYNFs
601251044-62;Casa comercial;Jardim Suarão - Itanhaém/SP ;Padre Theodoro Ratisbone, 205;0;485;6;6;3;1991;Casa Comercial no Jardim Suarão - Itanhaém/SP ;R$ 0,00;R$ 9.594,00;R$ 900.000,00;R$ 1.855,67;https://drive.google.com/drive/folders/1W6_e1ncB_jEYE1isv3Bry4Vb0t0d65f5
601251247-1;Casa/sobrado ;Brooklin;Quintana, 109;x;220;3;1;2;1987;Maravilhoso sobrado no Brooklin ;R$ 0,00;R$ 7.402,00;R$ 1.860.000,00;R$ 8.454,55;https://drive.google.com/drive/folders/1FFWdjBJ7vrBlB9Noqrlu5ztf_gGRBtCL
601251224-19;Window Moema ;Moema ;Açocê, 50 ;1307;104;2;2;2;2023;Maravilhoso apartamento em Moema ;R$ 1.560,00;R$ 6.997,00;R$ 2.497.000,00;R$ 24.009,62;https://drive.google.com/drive/folders/1oA1XQgK90E8xFQjnPr9bU1PZwQl62UO7
601251084-244;Atmosfera Brooklin Studios;Brooklin;Getúlio Soares da Rocha, 135;4002;32;1;0;0;2025;Ótimo apartamento no Brooklin ;R$ 483,00;R$ 500,00;R$ 598.000,00;R$ 18.687,50;https://drive.google.com/drive/folders/1Ciwom0qGqfJBBfAAkatSzlDzYUjDEEqU
601251047-1024;Katia ;Vila Clementino ;Leandro Dupret, 488;32;53;2;0;1;1982;Lindo apartamento na Vila Clementino ;R$ 982,00;R$ 710,00;R$ 475.000,00;R$ 8.962,26;https://drive.google.com/drive/folders/1ljQsVukdu-IdtO8_CkMxi8KsWQS0Yroa
601251099-182;Autoral ;Perdizes ;Cotoxó, 1290;12 B ;140;2;2;2;2019;Maravilhoso apartamento em Perdizes ;R$ 1.800,00;R$ 8.500,00;R$ 2.340.000,00;R$ 16.714,29;https://drive.google.com/drive/folders/16Y5eksBVXncukFK75cXiMZ0DmizwCFIs
601251099-178;Z Ibirapuera ;Moema ;Arapanés, 890;2002;54;2;1;1;2023;Ótimo apartamento em Moema ;R$ 1.194,00;R$ 3.142,00;R$ 1.020.000,00;R$ 18.888,89;https://drive.google.com/drive/folders/1ZKFX21VE31DK7nReBBkdXQf6T1-mJBAb
601251043-80;Chácara Flores ;Alto da Boa Vista;Washington Luís, 1527;41 / bloco 3;160;4;1;1;1976;Maravilhoso apartamento no Alto da Boa Vista ;R$ 2.401,00;R$ 3.365,00;R$ 1.570.000,00;R$ 9.812,50;https://drive.google.com/drive/folders/12D2Ew9WCrhYRg5if_nnzHsfWaLFVMl2k
601181003-95;La Vida Butantã ;Butantã ;Miragaia, 174;52;43;1;1;0;2023;Maravilhoso apartamento no Butantã ;R$ 650,00;R$ 0,00;R$ 619.000,00;R$ 14.395,35;https://drive.google.com/drive/folders/1uo8xik0BEDNWNXNPDFGoLJ2ajuha8nD4
601251054-86;Maison Des Arts ;Alto da Lapa ;Sales Júnior, 285;161;247;4;4;4;2003;Maravilhoso apartamento no Alto da Lapa ;R$ 2.976,00;R$ 16.910,00;R$ 3.490.000,00;R$ 14.129,55;https://drive.google.com/drive/folders/1sAze1ll1qQF116lLz5IM0NhLNulBMCWD
601251070-40;Uricema ;Itaim Bibi ;Urimonduba, 195;142;74;2;1;1;1997;Maravilhoso apartamento no Itaim Bibi ;R$ 2.441,00;R$ 203,00;R$ 995.000,00;R$ 13.445,95;https://drive.google.com/drive/folders/11ZZanFq8YZOx177lgEE3LWJMBobZv41X
601181010-63;Helbor To Live ;Pinheiros ;Butantã, 550 ;807;24;1;0;0;2024;Ótimo estúdio em Pinheiros ;R$ 274,00;R$ 0,00;R$ 369.600,00;R$ 15.400,00;https://drive.google.com/drive/folders/1PbCgw6Ri-4Wj5m_iSno5cWcbL0F-mCoE
601181017-16;Casa/sobrado;Chácara Inglesa ;Genésio Arruda, 325;Casa ;181;4;1;3;1986;Maravilhosa casa/sobrado na Chácara Inglesa ;R$ 0,00;R$ 661,30;R$ 849.000,00;R$ 4.690,61;https://drive.google.com/drive/folders/1T6ghX5hUv_JRRCf00c6QJBs9xo3F8Adw
601251048-116;Matias Aires ;Cerqueira César;Matias Aires, 268;33;108;3;0;1;1959;Maravilhoso apartamento na Cerqueira César ;R$ 1.400,00;R$ 900,00;R$ 1.020.000,00;R$ 9.444,44;https://drive.google.com/drive/folders/1D1DupEZusFdvx1-dF9JaWyWU0VB3FmKz
601251176-11;Dna. Ruth E Dna Raquel;Jardim Paulista ;Campinas, 960;71;90;2;0;1;1971;Maravilhoso apartamento no Jardim Paulista ;R$ 1.020,00;R$ 2.521,00;R$ 1.360.000,00;R$ 15.111,11;https://drive.google.com/drive/folders/1WJCDG490nj4hM_8krkHULS6BXXWa7D7J
 601181047-43;Casa;Vila Tramontano;Dona Salwa Saigh Calfat, 206;x;375;4;2;5;1983;Maravilhosa casa na Vila Tramontano ;R$ 0,00;R$ 15.711,00;R$ 1.497.000,00;R$ 3.992,00;https://drive.google.com/drive/folders/1bKkXICbKUmO74qP7vAMh_gMv0b3Xml6f
601251048-114;On Jurupis;Moema ;Jurupis, 700;513;26;1;0;0;2023;Ótimo estúdio em Moema ;R$ 315,00;R$ 990,00;R$ 630.000,00;R$ 24.230,77;https://drive.google.com/drive/folders/1KNjg7UFGZt6vC2Os7K8_xB5BhVSGjG4C
601251070-43; Cyrela Legacy Apartments;Santo Amaro;Vereador José Diniz, 2183;66 B;32;1;0;0;2025;Lindo apartamento em Santo Amaro ;R$ 751,00;R$ 0,00;R$ 405.000,00;R$ 12.656,25;https://drive.google.com/drive/folders/14Z9KwKIEBG3qOGQQKbxqxbKhUGY5xvUO
601251257-3;You Vila Conceição ;Vila Guarani / Zona Sul ;Ibirajá, 90;13;81;2;1;0;2016;Ótimo apartamento na Vila Guarani - Zona Sul ;R$ 1.163,00;R$ 2.800,00;R$ 765.000,00;R$ 9.444,44;https://drive.google.com/drive/folders/1FGDJd9RLHVR26Y_99J-sJvra-X7fcPTV
601251099-174;Cayrê Perdizes;Perdizes;Rua Caiubí, 1363;42;148;4;3;3;2020;Lindo apartamento em Perdizes;R$ 2.777,00;R$ 14.085,00;R$ 2.490.000,00;R$ 16.824,32;https://drive.google.com/drive/folders/12cg7r0aNDZnNqGgfpeqtro6OLBG01kSH
601251114-26;Torre Branca ;Jardim Paulista ;José Maria Lisboa, 1206;71;468;6;4;4;1983;Maravilhoso apartamento no Jardim Paulista ;R$ 8.057,00;R$ 4.037,00;R$ 7.000.000,00;R$ 14.957,26;https://drive.google.com/drive/folders/1yZO04GlUo1_36cvwBMz0LXWGAvfsdT7o
601251114-2;Casa;Alto de Pinheiros;Umburanas, nº 94;x;480;4;;2;1982;Charmosa casa no Alto de Pinheiros;x;R$ 2.480,00;R$ 3.390.000,00;R$ 7.062,50;https://drive.google.com/drive/folders/1qtYEU9h3Tp9N7YQsqPdYmz7ru4l_gSNM?usp=sharing
601351152-50;VN Casa Alvaro Rodrigues ;Brooklin;Álvaro Rodrigues, 295;1707;49;1;0;1;2017;Lindo estúdio no Brooklin ;R$ 1.128,00;R$ 2.938,00;R$ 540.000,00;R$ 11.020,41;https://drive.google.com/drive/folders/18hfm5XGOpFQtMTE2OItHpMMDURwKw67A
